timestamp,Salon_Sıcaklık,Salon_Nem,Salon_Işık,Salon_CO2,Salon_Hareket,Salon_Doluluk,Salon_Klima,Salon_Lamba,Salon_Perde,Yatak Odası_Sıcaklık,Yatak Odası_Nem,Yatak Odası_Işık,Yatak Odası_CO2,Yatak Odası_Hareket,Yatak Odası_Doluluk,Yatak Odası_Klima,Yatak Odası_Lamba,Yatak Odası_Perde,Çocuk Odası_Sıcaklık,Çocuk Odası_Nem,Çocuk Odası_Işık,Çocuk Odası_CO2,Çocuk Odası_Hareket,Çocuk Odası_Doluluk,Çocuk Odası_Klima,Çocuk Odası_Lamba,Çocuk Odası_Perde,Mutfak_Sıcaklık,Mutfak_Nem,Mutfak_Işık,Mutfak_CO2,Mutfak_Hareket,Mutfak_Doluluk,Mutfak_Lamba,Mutfak_Havalandırma,Banyo_Sıcaklık,Banyo_Nem,Banyo_Işık,Banyo_CO2,Banyo_Hareket,Banyo_Doluluk,Banyo_Lamba,Banyo_Havalandırma,Kişi_1_Konum,Kişi_2_Konum,Kişi_3_Konum
2025-06-04 20:46:43.707372,25.40989309303525,31.17724141543596,98.4,537.0343470058361,False,True,False,True,False,21.88969818501478,50.37227947886577,165.3,1102.1464467385724,True,False,False,False,False,19.57467089425318,42.95457889791338,98.6,1207.7762994471407,True,False,False,False,False,18.26792161074282,56.56178207915275,59.6,796.6653959734028,False,False,False,False,19.563150398842932,70.19701887744824,96.9,607.3897612412021,True,False,False,False,Salon,Salon,
2025-06-04 20:51:43.707372,25.0743130733897,30.535490667636516,82.3,555.7418653074005,True,True,False,True,False,22.281436834650975,49.90230238595411,67.9,1088.513361792573,False,False,False,False,False,19.283550871487705,41.04614661683118,198.4,1201.7716352015912,False,True,False,True,False,18.004154628367033,56.43885025180729,151.7,811.6933224892492,True,False,False,False,19.625039990072676,68.41234912292424,162.6,629.2519632637611,True,False,False,False,Salon,Çocuk Odası,
2025-06-04 20:56:43.707372,24.499709984300228,32.42227135338126,15.6,572.1822278934338,False,True,True,True,False,22.298045308553945,50.379608867740274,25.0,1076.5705065374652,False,False,False,False,False,19.475194074453483,42.69002238175574,7.3,1186.9180826451648,False,False,False,True,False,17.618715175024732,56.90767705761088,42.9,839.0432216759649,True,False,False,False,19.872095564796915,69.63226522821017,47.7,654.388130756512,True,True,True,False,Banyo,Salon,
2025-06-04 21:01:43.707372,24.47704534546763,33.802184335838284,12.4,564.5578484032817,False,True,False,True,False,21.917734769607073,49.11816899862247,26.5,1090.0998048279448,True,True,False,False,False,19.985124630556882,41.13595509253872,48.3,1205.874385273112,True,False,False,True,False,17.504637389783493,57.7166815651868,20.4,854.6190373990056,True,False,False,False,19.58490875079332,67.79534925868015,28.7,683.5149646110734,True,False,True,False,Salon,Yatak Odası,
2025-06-04 21:06:43.707372,24.543892437862066,35.090797105910625,15.3,594.1918299308916,True,True,False,True,False,22.08468347798112,48.99811002089139,32.4,1106.7863195992713,True,False,False,False,False,20.175253042468974,39.62735470341213,40.7,1192.682685224618,False,False,False,True,False,17.34543052214272,58.85028086974081,45.2,845.608568070129,False,False,False,False,19.268106874485383,67.12489847989406,5.1,668.9637383662337,False,False,True,False,Salon,Salon,
2025-06-04 21:11:43.707372,24.281992629071894,36.525378973862104,38.4,587.2842715095497,False,True,False,True,False,21.7302812088095,49.958556749226496,15.6,1133.0407693793743,True,False,False,False,False,20.664145959284106,37.95624517831482,28.1,1177.8990792289637,False,False,False,True,False,17.735352977824842,57.497192197846786,15.5,831.03120656817,False,False,False,False,19.299764861796568,66.33336714402029,4.5,682.9826575405888,True,False,True,False,Salon,Salon,
2025-06-04 21:16:43.707372,23.944257013609235,36.201169023137886,10.6,612.9668474653715,False,True,False,True,False,21.513321984899353,51.828702838368045,41.6,1150.5861530296409,True,False,False,False,False,20.301526174833306,37.21748282002544,46.3,1167.4497371525379,False,True,False,True,False,18.06652342268319,58.92945393888025,47.3,820.1823535447752,False,False,False,False,19.04686072432753,64.68728177340148,39.5,695.5936736252492,True,False,True,False,Salon,Çocuk Odası,
2025-06-04 21:21:43.707372,23.878594832125017,37.732891413668405,31.6,625.2273743640795,False,True,False,True,False,21.42118284665367,50.00174829282065,48.0,1142.8339697088172,True,False,False,False,False,20.579252664090617,36.28209904231617,16.3,1188.631398099502,False,False,False,True,False,17.865251946564957,59.750893512140905,9.7,810.8309662326028,False,False,False,False,19.20037734203235,63.485633491354825,48.8,683.0572938455374,False,False,True,False,Salon,Salon,
2025-06-04 21:26:43.707372,23.74837342723909,39.33012444628755,42.4,648.9221322330168,True,True,False,True,False,21.214690173445558,51.38171812841377,25.9,1153.9926223185234,True,False,False,False,False,20.454752095723794,37.596847509274475,0.6,1209.4521944527025,True,True,False,True,False,17.815667943152672,61.666609529295144,6.2,798.0159964948756,False,False,False,False,19.523793512419356,62.17312701753388,33.0,672.0683378335694,True,False,True,False,Çocuk Odası,Salon,
2025-06-04 21:31:43.707372,24.114166833925893,38.940210046826664,36.0,638.28285358107,False,True,False,True,False,21.242639803240213,50.85516707669473,21.6,1172.8546590389262,True,False,False,False,False,20.661505107367844,36.53394237288367,37.1,1222.5965423987557,False,False,False,True,False,17.967453571608118,61.32131924436489,19.7,790.3646806413681,True,False,False,False,19.41027214061383,61.224900011815336,12.2,696.2980089474047,True,False,True,False,Salon,Salon,
2025-06-04 21:36:43.707372,24.48354791176297,39.83144023525519,18.8,661.868775544931,True,True,False,True,False,21.47586175223769,51.11953189209754,17.4,1166.3041989596063,False,False,False,False,False,20.93788877803018,37.68993065329916,27.6,1211.0219635210572,True,False,False,True,False,18.54033293088144,60.03879927807523,41.5,815.0731401162642,True,False,False,False,19.047450727670643,59.414817983562095,49.0,710.6743167065245,True,False,True,False,Salon,Salon,
2025-06-04 21:41:43.707372,25.041024750997845,37.982950035556726,21.6,676.6158431318094,False,True,False,True,False,21.980800579680803,51.11715658351601,37.6,1189.6918637570775,True,False,False,False,False,20.660206953650096,37.80363746259382,49.5,1238.9232291962853,True,False,False,True,False,18.621973821399177,58.15054599000927,7.2,800.7957492272454,False,False,False,False,19.523858548909658,59.880179899453914,33.2,736.9254230438759,True,False,True,False,Salon,Salon,
2025-06-04 21:46:43.707372,24.764910806380474,39.744811873126984,41.4,664.8575187826989,False,False,False,True,False,21.75591933747537,50.75571217230811,0.9,1180.2380943687444,True,True,False,False,False,21.071247145205522,38.30945606082606,9.1,1256.4928850088688,True,True,False,True,False,18.97411721187132,57.44277294452428,16.7,821.7430995943879,True,False,False,False,19.35912493611848,58.63706394115047,7.1,725.9216194094873,True,False,True,False,Çocuk Odası,Yatak Odası,
2025-06-04 21:51:43.707372,24.511635277184403,41.19286237198701,38.7,656.5903382457776,False,True,False,True,False,21.804605041508804,51.60852838250138,7.9,1166.8704591751653,False,False,False,False,False,21.49878413937186,38.369487372557984,0.5,1280.502568715352,False,False,False,True,False,18.883788055244388,55.788584299465036,8.7,839.3316821630742,True,False,False,False,18.92942452567448,60.4624440183859,38.6,714.7397403689436,True,True,True,False,Banyo,Salon,
2025-06-04 21:56:43.707372,24.969370276137088,39.870669380041335,27.4,680.9780032996274,True,True,False,True,False,21.769833611559427,52.957794409302494,27.7,1157.42061667326,False,True,False,False,False,21.53889586260982,37.63728663749678,26.6,1301.8314318882908,True,False,False,True,False,18.466929538707824,56.306785473480424,13.7,833.1800430289295,False,False,False,False,19.43041085919162,61.44432648561588,3.1,731.390519058647,True,False,True,False,Salon,Yatak Odası,
2025-06-04 22:01:43.707372,24.593178978679873,40.00536182270931,48.6,704.017210474301,False,True,False,True,False,22.06881568899167,51.17636690480738,14.0,1179.4478684512262,False,False,False,False,False,21.85851858031605,36.22285853478809,6.2,1287.103802029823,False,False,False,True,False,18.0007421287063,58.18397591405871,26.3,818.4443221669229,False,False,False,False,19.516960719319282,61.306614193873926,14.7,722.3883657111271,False,False,True,False,Salon,Salon,
2025-06-04 22:06:43.707372,24.33858593774092,41.12682744842823,39.0,721.8538380544218,True,True,False,False,False,21.941491204654145,51.678354049575,16.2,1205.3063528059574,True,False,False,False,False,22.287112549042707,38.0913314497003,5.5,1272.7500975668324,False,False,False,True,False,17.846351374956345,58.427137887800484,21.8,844.4887846089621,True,True,True,False,19.605589507009515,59.87826128690195,17.7,707.4139166191771,False,False,True,False,Mutfak,Salon,
2025-06-04 22:11:43.707372,24.56845032974248,42.85530282518421,45.5,742.8645137982079,False,True,False,False,False,21.868993244796002,51.64384314534823,34.1,1193.5033491279087,False,True,False,False,False,22.745554665084754,37.98995079304064,20.2,1284.9474075563778,True,False,False,True,False,18.026991095333685,60.00969403801116,28.4,866.4940080064454,True,False,True,False,19.962728652677733,61.37262020465437,43.5,736.764206177363,True,False,True,False,Salon,Yatak Odası,
2025-06-04 22:16:43.707372,24.546524815476676,43.71899478006359,46.5,756.6845143356331,True,True,False,False,False,21.887069383739973,51.64658454648271,1.6,1185.31818971501,False,False,False,False,False,22.761730438528968,37.15574707205988,41.0,1278.270928217042,False,False,False,True,False,18.039925451798823,58.527566830089754,22.1,859.3609426439439,False,True,True,False,19.83368840218474,60.73192814233259,42.6,764.1414417231933,True,False,True,False,Salon,Mutfak,
2025-06-04 22:21:43.707372,24.710778579134004,42.02069937781012,10.0,771.0213222238964,True,True,False,True,False,21.793186031813832,50.56048883684143,43.1,1180.1569533193403,False,True,False,True,False,23.022607779213025,37.64440243804375,28.0,1270.5388367685355,False,False,False,True,False,18.462150601228096,56.64720479328774,26.8,872.7741050193962,False,False,True,False,19.465063041953904,60.94610636838833,6.1,784.9786631093372,True,False,True,False,Yatak Odası,Salon,
2025-06-04 22:26:43.707372,25.269840560717164,41.75647811486919,6.4,789.014188471362,True,True,False,False,False,21.755982927034935,51.017689349191535,42.9,1190.2744454015144,True,False,False,True,False,23.20884638748949,37.70209255217875,16.4,1288.8515545310954,True,False,False,True,False,18.670328172295687,55.19748398438226,13.8,887.714734980267,True,False,True,False,19.733760636992134,60.67573582774518,5.0,771.2622346444074,False,False,True,False,Salon,Salon,
2025-06-04 22:31:43.707372,25.107949129597134,41.934770990350806,29.5,813.3511212255914,False,True,False,True,False,21.973162932807526,49.179822685058284,43.7,1206.6005642221116,True,False,False,True,False,23.449217076062745,36.05787495428492,18.6,1281.1629489528395,False,False,False,True,False,18.218911548454813,54.631701725097535,35.5,878.2332301691416,True,True,True,False,19.535725063845497,59.50763657278276,47.3,760.3080755775912,False,False,True,False,Salon,Mutfak,
2025-06-04 22:36:43.707372,24.807955016276924,41.03918153136455,2.4,831.9228020346013,True,True,False,True,False,21.958255637687447,50.539076977608424,46.2,1192.2785334698742,False,True,False,True,False,23.22158872368915,34.08736153408025,20.3,1268.262908059715,False,False,False,True,False,18.4716905986537,52.98750396191914,32.9,905.6978449397657,True,False,True,False,20.01537806598813,58.0022323655226,14.7,772.8288927863226,True,False,True,False,Salon,Yatak Odası,
2025-06-04 22:41:43.707372,25.16360674913839,40.095001773544155,32.3,842.3832564751627,False,False,False,True,False,22.885308273215056,52.33799360472682,15.5,1215.046176575251,False,True,True,True,False,23.031983831474193,33.76259894548577,33.2,1284.3612507603284,True,False,False,True,False,18.606978065216456,53.883969176215636,34.6,898.6278939500265,False,False,True,False,19.73634489854394,56.36789959899677,32.8,765.3775786043461,False,False,True,False,Yatak Odası,Yatak Odası,
2025-06-04 22:46:43.707372,25.206362089331165,41.62207259346561,2.9,857.986400256273,True,True,False,True,False,24.016318938838893,51.199918215533955,25.0,1241.8289707617457,False,True,True,True,False,23.45375718362526,34.127632711246875,40.7,1302.0858210376357,True,False,False,True,False,19.084893438418042,53.799790986127505,16.0,888.2978297674448,True,False,True,False,19.29954511523492,54.68660945512705,22.8,753.1265244263573,False,False,True,False,Salon,Yatak Odası,
2025-06-04 22:51:43.707372,25.561423468863033,39.693671129970376,3.0,874.2036854594907,False,True,False,True,False,23.24983583323636,51.56303838141588,14.9,1262.1293890296693,True,True,True,True,False,23.254603915688588,32.779341105060524,36.2,1328.9949087170203,True,False,False,True,False,18.98246545329819,53.563925028865,25.0,878.7664475710811,False,False,True,False,19.56218482745501,55.559901784059505,7.3,777.9180311110017,True,False,True,False,Salon,Yatak Odası,
2025-06-04 22:56:43.707372,25.933564188377073,38.54614069070203,2.8,900.7759671145253,False,False,False,True,False,22.66610273779804,52.96494943610327,27.2,1283.1580765352353,False,True,True,True,False,23.73120679773914,34.43468414997987,0.9,1343.383221050086,True,False,False,True,False,19.368132985016963,54.23564581158476,9.3,902.8228223940312,True,True,True,True,19.27914721490491,55.15443018895843,3.4,763.4173849219975,False,False,True,False,Mutfak,Yatak Odası,
2025-06-04 23:01:43.707372,25.666427218215308,39.95061339451909,11.9,891.7140146053499,False,True,False,False,False,23.83912580351917,54.18254639098366,28.7,1274.6334274380183,False,True,True,True,False,23.368001936008763,35.09086830066348,39.3,1331.520001398122,True,False,False,True,False,19.246571920368325,54.20378939745156,33.7,922.0428410907264,False,False,True,True,19.66761869499619,53.49213157855693,44.0,755.576073900726,False,False,True,False,Salon,Yatak Odası,
2025-06-04 23:06:43.707372,25.350348164256577,39.998720934070754,47.0,904.8540562048854,False,True,False,True,False,23.546222033653144,55.72136032316392,33.6,1287.2258370453103,False,True,True,True,False,23.526226615865447,35.37477987779798,18.8,1317.8675647297996,False,False,False,True,False,19.228206738980326,53.461978079212145,15.0,911.7428832607876,False,False,True,True,19.512800855177225,54.60302750915824,18.4,748.8398448813927,False,False,True,False,Yatak Odası,Salon,
2025-06-04 23:11:43.707372,25.42179785560498,38.744303066867495,12.2,930.0738448853248,False,False,False,False,False,22.411074184218553,57.121384513390204,14.4,1298.5583395612182,False,True,True,True,False,23.153585066780597,36.16333036749718,2.0,1303.600308909307,False,False,False,True,False,19.461619094922334,51.87736880860515,29.2,904.30986612124,False,False,True,True,19.536757700887037,56.135676272940565,5.5,733.8672669243439,False,True,True,False,Banyo,Yatak Odası,
2025-06-04 23:16:43.707372,25.311909634099987,39.912910951674284,44.4,918.8544015538603,False,False,False,False,False,23.371959117856093,56.30094822298144,22.6,1323.889320349042,False,True,True,True,False,22.89519937874809,35.59754439949557,10.9,1296.4292078625951,False,False,False,True,False,19.155401414896005,51.19036002506859,15.9,890.5853053628656,False,False,True,True,19.34603442559003,54.93878038286225,34.8,725.7647689972049,False,False,False,False,Yatak Odası,Yatak Odası,
2025-06-04 23:21:43.707372,25.854986046843617,41.26422853081614,46.7,947.1279172742971,True,True,False,True,False,22.859603155859098,57.54455314132238,26.7,1350.6032612648414,False,True,True,True,True,23.143062151459432,36.10374638794905,44.2,1287.8176924358281,False,False,False,True,False,18.93061307806952,52.68643882038165,17.0,879.5929068270578,False,False,False,True,18.863060052052187,53.20401756093369,38.3,716.3368865365359,False,False,False,False,Yatak Odası,Salon,
2025-06-04 23:26:43.707372,26.077405734990876,40.66182791644775,39.2,965.7087559106438,False,False,False,True,False,23.96851843623777,57.79581167113157,11.0,1338.616047723921,False,True,True,True,False,22.95274323958454,37.10220745649559,25.5,1277.6773473217447,False,False,False,True,False,18.447292981768893,51.946417349252414,17.3,871.4988132685796,False,False,False,True,18.88503290086149,51.786223286864285,26.0,703.9868883454855,False,False,False,False,Yatak Odası,Yatak Odası,
2025-06-04 23:31:43.707372,25.863444976760288,40.736759200426405,7.3,958.7687651335152,False,False,False,True,False,24.292683403866608,56.697202254189406,43.6,1352.7810919516537,True,True,False,True,False,22.74823602200418,38.04030292743996,7.1,1264.8267707754735,False,False,False,True,False,18.424791272379583,52.43852755929679,31.6,859.2332621838599,False,False,False,True,19.130178657535538,52.978973265211735,32.1,732.6998890380089,True,False,False,False,Yatak Odası,Yatak Odası,
2025-06-04 23:36:43.707372,25.889527818352892,42.20246917112326,20.3,977.3619148364231,True,False,False,True,False,23.982236645471456,57.241109518004166,20.4,1344.7635914426896,False,False,False,True,False,22.858770052264877,39.61466195185246,10.1,1280.49729388941,True,True,False,True,False,18.775869477261736,53.38503340995142,39.9,879.9485612956672,True,False,False,False,18.706848298438718,53.425142441366226,12.8,726.2696152884689,False,False,False,False,Çocuk Odası,Çocuk Odası,
2025-06-04 23:41:43.707372,25.982868293436397,43.02494759298921,18.9,963.54450710156,False,False,False,True,False,24.11191232512087,58.0740421675466,7.1,1330.9533957804827,False,True,False,True,False,22.62600174309145,38.33591764213938,5.8,1304.1341135009327,False,False,False,True,False,19.0893454493221,52.13461353670686,4.2,870.1470813609408,False,False,False,False,19.213536707399566,52.858500731247865,28.9,740.1277207798546,True,False,False,False,Yatak Odası,Yatak Odası,
2025-06-04 23:46:43.707372,26.445395813543115,44.01853012519844,29.0,956.7389353392217,False,False,False,True,False,24.56929556052486,57.923719222728565,36.1,1319.0721477146242,False,True,False,True,True,22.36149640388905,40.0367755188822,1.4,1291.450907292216,False,False,False,True,False,18.756954051346806,53.3168767421236,23.3,860.8328243517038,False,False,False,False,19.43836274453772,51.370872020372154,21.0,730.2696701306048,False,False,False,False,Yatak Odası,Yatak Odası,
2025-06-04 23:51:43.707372,26.505711225316723,45.158886748231424,7.7,950.7452914759281,False,False,False,True,False,24.72507393874973,56.56692506176335,37.0,1336.8736192434367,True,True,False,True,True,22.151080714716958,40.48882885914833,36.3,1278.9813853810288,False,True,False,False,False,19.151290000914646,54.02476631772955,25.1,854.4999112741949,False,False,False,False,19.908763481343406,50.62953247362937,3.3,723.7825815814865,False,False,False,False,Yatak Odası,Çocuk Odası,
2025-06-04 23:56:43.707372,26.282009131757476,45.04262753732334,28.3,943.1416480042521,False,False,False,True,False,24.829072565541317,57.36667628430713,34.2,1329.7778911289045,False,True,False,True,False,22.512638873021242,41.510658848771904,12.9,1308.203608270619,False,False,False,False,False,18.99810745492545,55.274148529308725,7.0,849.1851624856487,False,False,False,False,19.724283727758284,50.745941663185896,38.0,715.415075748419,False,False,False,False,Yatak Odası,Yatak Odası,
2025-06-05 00:01:43.707372,25.828107977515423,43.95429440261584,35.9,935.0306529783121,False,False,False,False,False,25.007282368201803,58.96560842790194,1.9,1339.9587468435286,False,False,False,True,False,22.302797769497136,41.28969231287878,14.3,1297.8925875427599,False,False,False,False,False,18.385906342100487,53.440097306222484,8.7,838.7037877357815,False,False,False,False,19.273670542235976,52.355554818528006,8.6,710.4129767421467,False,False,False,False,,,
2025-06-05 00:06:43.707372,26.06428654686595,43.327519515517444,27.7,926.4915591284306,False,False,False,False,False,25.000180349285465,60.352149102122176,3.6,1330.5572174146482,False,False,False,True,False,21.634275926536457,40.17181289456297,48.8,1286.2840919448076,False,False,False,False,False,17.91903279296153,53.91160197043742,13.1,828.2735355958046,False,False,False,False,18.690202515726195,50.79885715046989,6.3,701.7593406184478,False,False,False,False,,,
2025-06-05 00:11:43.707372,25.913081286108156,41.69130829272907,21.9,939.2205050393327,True,False,False,False,False,25.219332557114598,59.91505307767911,47.6,1323.1798939116402,False,False,False,True,False,21.40624090854789,42.05210579952747,46.4,1306.9427720511233,True,False,False,False,False,17.61261740421683,51.958000696677644,42.1,814.3472048963245,False,False,False,False,17.994121038665394,49.257468705360175,5.7,691.1758810522161,False,False,False,False,,,
2025-06-05 00:16:43.707372,25.581614308686884,40.00136672664123,22.8,932.8198544666753,False,False,False,False,False,24.541132644790995,61.65973624531179,42.0,1308.4419630555951,False,False,False,False,False,21.340699333421675,43.67323326825338,23.7,1331.5212481495687,True,False,False,False,False,17.095022960237426,53.63224723841367,5.5,804.2810778224609,False,False,False,False,18.00534931823579,50.66633406248023,46.0,685.1024565681952,False,False,False,False,,,
2025-06-05 00:21:43.707372,25.742759875497388,40.825015725219416,12.2,947.2183069661429,True,False,False,False,False,24.032933552159225,63.479744893332914,28.2,1300.9902543317041,False,False,False,False,False,21.075503920077686,45.627337704782356,1.6,1318.1803957508876,False,False,False,False,False,16.581645861600766,53.38810964406137,27.4,795.322190943688,False,False,False,False,17.985506759473036,51.53854983623404,27.0,710.9720333598386,True,False,False,False,,,
2025-06-05 00:26:43.707372,25.65257284290019,42.22169692632168,33.8,939.1813912211724,False,False,False,False,False,23.66996605192089,65.27225065194415,43.4,1295.0761454963952,False,False,False,False,False,20.94766875902018,44.62669976787765,17.8,1309.1031550794644,False,False,False,False,False,16.089988130102977,53.151336459155004,5.7,781.8125466032484,False,False,False,False,18.25840621806911,50.30734694423211,19.9,701.0949984902812,False,False,False,False,,,
2025-06-05 00:31:43.707372,25.842546607647726,41.80333190440466,22.8,932.0958304944371,False,False,False,False,False,23.876645180052897,65.57031807748591,17.0,1286.711838326621,False,False,False,False,False,20.911115250448677,45.30067173537769,21.8,1294.906096699793,False,False,False,False,False,16.01636327325386,51.82160272308118,10.8,768.5011550716454,False,False,False,False,18.00033833530394,50.451281364186904,30.9,719.6645114284487,True,False,False,False,,,
2025-06-05 00:36:43.707372,26.036419738575688,42.749069852262465,39.4,926.3926047285394,False,False,False,False,False,23.640572799361667,67.19279328971058,47.9,1307.8858490941745,True,False,False,False,False,20.531860030530275,43.99751535971325,36.0,1281.4147179913664,False,False,False,False,False,15.753416861650255,50.31409885051956,18.3,792.7605132825836,True,False,False,False,17.966755938803736,48.92930389810421,42.9,704.8331466939277,False,False,False,False,,,
2025-06-05 00:41:43.707372,25.791374117970523,41.07339617314865,26.6,912.7226498528901,False,False,False,False,False,23.055274124861334,67.10960421592802,38.8,1296.4381268321686,False,False,False,False,False,20.908746587265117,43.830175380090175,9.3,1306.502039163538,True,False,False,False,False,15.221132016678613,52.217270809311465,36.6,781.8089241279902,False,False,False,False,18.038524658361077,50.70699973141319,35.3,692.0561513931342,False,False,False,False,,,
2025-06-05 00:46:43.707372,25.34105522320395,40.12173274945677,15.2,898.3063825114722,False,False,False,False,False,22.80028017901455,66.22316453993923,27.3,1281.9231128896586,False,False,False,False,False,20.84775812050764,44.61264146446921,22.0,1296.3997302067653,False,False,False,False,False,15.0,50.59654359371754,48.1,772.3927638940024,False,False,False,False,18.030013899615184,52.345653883854034,18.7,683.4385175437698,False,False,False,False,,,
2025-06-05 00:51:43.707372,25.399633203798043,39.406314114880594,10.2,889.3792654446943,False,False,False,False,False,22.262235872336788,66.87169505727006,3.7,1274.18008261956,False,False,False,False,False,21.003541116814777,44.11041221718156,21.4,1287.951798770489,False,False,False,False,False,15.0,50.84003589868474,1.0,762.7436826624001,False,False,False,False,17.407189691721612,50.87345750684024,42.0,674.0366089497353,False,False,False,False,,,
2025-06-05 00:56:43.707372,25.378729909371497,38.42192431611236,12.1,879.0285121403354,False,False,False,False,False,21.84920175579367,67.99849295449818,43.0,1265.636078895208,False,False,False,False,False,20.832204009988526,45.05268632698729,16.9,1282.2145892987282,False,False,False,False,False,15.0,50.83458104987513,15.2,751.2969338144943,False,False,False,False,17.43831092650976,49.38343204286375,27.8,668.6696572438032,False,False,False,False,,,
2025-06-05 01:01:43.707372,25.09300853405031,38.882819011974554,22.5,872.9210497731339,False,False,False,False,False,21.399897860808956,69.98102615891496,26.9,1258.499080758731,False,False,False,False,False,20.693009022944917,43.53023566166535,1.0,1267.9214194519943,False,False,False,False,False,15.027444082083756,51.48117938359548,45.4,764.65698812617,True,False,False,False,17.3871984530641,50.913884540664505,47.2,659.6321750069534,False,False,False,False,,,
2025-06-05 01:06:43.707372,24.852476614011117,40.43892445225671,43.1,862.6567893905851,False,False,False,False,False,21.37977426278905,68.84424541145016,27.4,1248.5219702634042,False,False,False,False,False,20.346607353059536,43.730839463385465,46.3,1262.8541796631723,False,False,False,False,False,15.0,51.61787634126218,33.6,759.2568284129935,False,False,False,False,17.04211679866321,50.337925772712424,15.8,648.660655847924,False,False,False,False,,,
2025-06-05 01:11:43.707372,24.810556017924696,38.61691533997415,26.5,875.0968763580382,True,False,False,False,False,21.607192581148688,67.36572093832372,38.3,1234.2813768519547,False,False,False,False,False,19.948346281624907,43.74714335934182,9.6,1256.3041059803888,False,False,False,False,False,15.24652964494693,50.03366434881878,3.0,746.3950566780587,False,False,False,False,17.0037878036303,50.682690005282694,30.3,635.542328454599,False,False,False,False,,,
2025-06-05 01:16:43.707372,24.960691359088802,37.200050269703375,24.4,864.720483926323,False,False,False,False,False,21.287732299240588,65.71184778697614,5.8,1229.1004357470383,False,False,False,False,False,19.6004776711337,42.58025299575365,49.4,1286.0932357092465,True,False,False,False,False,15.0,48.90139707235773,44.8,757.7198765346325,True,False,False,False,16.724442877246275,50.339044703080305,18.1,630.0515418784888,False,False,False,False,,,
2025-06-05 01:21:43.707372,24.68245512623776,39.00319211055063,41.7,856.8030925085579,False,False,False,False,False,21.533676559745842,64.6358069194912,10.0,1258.4883221201649,True,False,False,False,False,19.090187042921475,40.76955737405836,5.4,1276.0153460113522,False,False,False,False,False,15.0,49.81696777402854,14.3,751.0491630777657,False,False,False,False,16.14954477284156,50.3721551451611,28.1,620.5804077291361,False,False,False,False,,,
2025-06-05 01:26:43.707372,24.115789107757333,38.31535011666664,39.7,843.086233115034,False,False,False,False,False,21.15771201324139,64.95632361981193,14.8,1246.8150456602543,False,False,False,False,False,19.14512090358956,40.58674977413249,48.1,1264.7140788657955,False,False,False,False,False,15.0,49.72096838782903,37.8,739.5077708404586,False,False,False,False,16.257117668169375,49.359342214287935,6.2,631.3608785362676,True,False,False,False,,,
2025-06-05 01:31:43.707372,23.731815906423968,37.093048028403786,4.0,837.1204215011547,False,False,False,False,False,21.042180876616683,64.37402396116038,31.8,1265.0263776979116,True,False,False,False,False,19.405581018633683,40.88781283874944,21.0,1250.2431848050837,False,False,False,False,False,15.0,49.20855748146272,46.4,726.6780912565828,False,False,False,False,15.778719717605082,49.49967394245899,25.5,618.4456814288251,False,False,False,False,,,
2025-06-05 01:36:43.707372,24.015829307072636,38.87830245566548,34.4,823.5002519934594,False,False,False,False,False,20.967574220462513,65.7473502367614,49.2,1256.915119377653,False,False,False,False,False,19.69481260373115,40.234820707098514,30.3,1237.3238909188444,False,False,False,False,False,15.0,47.364215284538076,44.7,718.5621800113847,False,False,False,False,15.749277312454756,51.117634992849176,14.4,612.2624432416783,False,False,False,False,,,
