timestamp,Salon_Sıcaklık,Salon_Nem,Salon_Işık,Salon_CO2,Salon_Hareket,Salon_Doluluk,Salon_Klima,Salon_Lamba,Salon_Perde,Yatak Odası_Sıcaklık,Yatak Odası_Nem,Yatak Odası_Işık,Yatak Odası_CO2,Yatak Odası_Hareket,Yatak Odası_Doluluk,Yatak Odası_Klima,Yatak Odası_Lamba,Yatak Odası_Perde,Mutfak_Sıcaklık,Mutfak_Nem,Mutfak_Işık,Mutfak_CO2,Mutfak_Hareket,Mutfak_Doluluk,Mutfak_Lamba,Mutfak_Havalandırma,Banyo_Sıcaklık,Banyo_Nem,Banyo_Işık,Banyo_CO2,Banyo_Hareket,Banyo_Doluluk,Banyo_Lamba,Banyo_Havalandırma,Kişi_1_Konum,Kişi_2_Konum,Kişi_3_Konum
2025-05-27 08:05:00,21.88166795150245,57.48651436319464,448.0,828.8186594345617,False,False,False,False,False,26.93062769966401,39.571326316593314,398.1,654.5124712559663,False,False,False,False,False,27.67466031119585,38.557933864306335,526.0,998.119330552703,False,True,True,False,21.62702044351506,45.76300936491646,323.1,1194.344335406424,True,False,False,False,Mutfak,,
2025-05-27 08:10:00,21.965234508227685,57.022860910157775,348.0,818.2138464572134,False,False,False,False,False,27.113911601031106,38.99136322873655,504.0,645.4240249736822,True,False,False,False,False,27.937622388730766,37.15773381420306,204.3,1010.4422390245998,False,True,True,False,21.54474913351632,47.5273465704734,370.1,1184.5312236363482,False,False,False,False,Mutfak,,
2025-05-27 08:15:00,21.92108412987973,58.31470127286956,489.7,844.2566663978854,True,False,False,False,False,26.940754963294395,40.38356103408318,459.6,634.4301617207894,True,False,False,False,False,28.374332315020684,37.96576011912668,878.2,1028.3237542746206,True,True,True,False,21.49612293342788,47.108053768855946,866.5,1210.475901016745,True,False,False,False,Mutfak,,
2025-05-27 08:20:00,21.536689392608668,57.44739707509254,892.8,862.9708708962493,True,False,False,False,False,26.446390466267385,40.888025502230555,284.3,621.1922861648859,True,False,False,False,False,28.449887113901504,36.3752714353252,632.8,1052.2821603056025,False,True,True,False,21.52527836609952,47.75573056711608,425.0,1195.9743084914435,False,False,False,False,Mutfak,,
2025-05-27 08:25:00,21.522870202289567,57.17662933761521,850.3,850.1001301820785,False,False,False,False,False,26.121965899509377,40.09732700092213,822.5,614.2906196202035,False,False,False,False,False,28.466219665650453,36.45063834598871,681.4,1070.896182574062,False,True,False,False,21.817017737106653,46.529559849013346,323.0,1223.9029915976737,True,False,False,False,Mutfak,,
2025-05-27 08:30:00,21.55984446414396,55.4812667468786,855.1,861.6221602411965,True,False,False,False,False,26.443099787438875,40.20090801167402,756.0,639.7759948387398,True,False,False,False,False,28.138873182602772,36.28824981652997,872.4,1099.6926494716317,True,False,False,False,22.336640419570973,44.530673641485386,243.0,1250.8484410666917,True,False,False,False,,,
2025-05-27 08:35:00,21.111353369886945,54.83699618000514,904.6,846.6500855561895,False,False,False,False,False,26.64497872626756,41.200114492502706,308.3,658.9473995917143,True,False,False,False,False,28.610739409041877,34.48651342117617,695.3,1117.8053186470042,True,False,False,False,22.35186646921543,43.64235855347583,252.0,1241.6222402966193,False,False,False,False,,,
2025-05-27 08:40:00,21.653328991608575,53.481190424996264,710.7,874.0969942669842,True,False,False,False,False,26.370298258393838,41.77574515191108,548.5,681.549023948528,True,False,False,False,False,28.628549359642044,36.17413184701837,781.5,1135.0492545151924,True,False,False,False,22.535812532347155,44.48660620773963,371.1,1266.845957235932,True,False,False,False,,,
2025-05-27 08:45:00,21.709995378860555,52.60046460793106,532.8,894.7432202703949,True,False,False,False,False,26.24872067071143,42.97551266168099,903.5,710.980870778022,True,False,False,False,False,28.54590592972848,36.03284203587321,699.2,1154.9040314225515,True,False,False,False,23.09592878057965,43.22674662043083,297.7,1281.7375717976709,True,False,False,False,,,
2025-05-27 08:50:00,21.47578217839498,50.690196256996444,558.4,887.2876248921157,False,False,False,False,False,26.31561260214541,44.183427246938344,925.2,700.0816911966982,False,False,False,False,False,28.209003986912638,34.19947799862631,891.7,1180.2987866059234,True,False,False,False,23.345181599586148,42.20791070737296,597.0,1272.743380676065,False,False,False,False,,,
2025-05-27 08:55:00,21.611870276229503,52.49173174095862,365.7,876.5543871726479,False,False,False,False,False,25.905258050843276,43.38085318738912,712.4,694.7128967148548,False,False,False,False,False,28.216518041382642,34.82614213981391,406.4,1174.0955637482375,False,False,False,False,22.950946233183675,43.767140205376386,916.7,1266.8575814049145,False,False,False,False,,,
2025-05-27 09:00:00,21.817355033074207,54.43017443777185,543.3,870.8611661211372,True,False,False,False,False,25.515586357762533,42.52243883867311,734.3,680.1829041076394,False,False,False,False,False,28.313111679344765,33.9648291440157,273.9,1192.565693487303,True,False,False,False,23.30612150843042,45.001412710619995,870.8,1252.8166761113082,False,False,False,False,,,
2025-05-27 09:05:00,22.290183603963257,52.513846438015094,481.1,888.3019522225751,True,False,False,False,False,25.598779712193817,43.90951965770346,423.9,672.1413780318292,False,False,False,False,False,28.72366216447949,35.83325442500494,404.4,1179.775567470664,False,False,False,False,23.522399779985754,46.914371912303956,487.1,1246.1377659621994,False,False,False,False,,,
2025-05-27 09:10:00,22.345008641421504,51.95641189599776,464.8,908.9525976234085,True,False,False,False,False,26.094637124008266,44.24886488993619,466.0,682.804774232257,True,False,False,False,False,28.86303026125017,35.06514259653319,496.5,1172.544433778132,False,False,False,False,23.990251397550566,46.435817148083366,845.9,1237.4760790528378,False,False,False,False,,,
2025-05-27 09:15:00,21.99218286419302,52.12387503115437,242.5,925.2249507608544,True,False,False,False,False,25.828952112220083,46.179974498431704,826.4,675.3516657594205,False,False,False,False,False,29.000415876403007,34.69696597967064,202.2,1163.6898889043334,False,False,False,False,24.348355067314063,46.64357204458274,262.7,1231.0337861495311,True,False,False,False,,,
2025-05-27 09:20:00,21.741492635632458,53.093818603792734,437.5,944.2010841455818,True,False,False,False,False,25.993828481404307,45.95128038422469,818.6,661.1348558181777,False,False,False,False,False,28.69813245898286,34.59322404357497,442.8,1186.3449470424403,True,False,False,False,24.903310134646517,45.356222990346396,490.3,1253.2662478665582,True,False,False,False,,,
2025-05-27 09:25:00,22.13488409804932,54.23984085347759,929.2,938.1245557328261,False,False,False,False,False,26.37800549594194,44.3679810877921,763.1,679.1492547605849,True,False,False,False,False,28.66968021809536,36.53782759095202,813.4,1172.6758095777022,False,False,False,False,25.47675674546649,45.58264165577805,635.8,1264.766016649203,True,False,False,False,,,
2025-05-27 09:30:00,21.846345428787707,52.69659106011036,946.7,927.240456577035,True,False,False,False,False,26.55782620881061,43.986754099663834,825.9,665.2702423035371,False,False,False,False,False,29.055237169298326,35.28864796034431,649.5,1164.6912186611378,False,False,False,False,25.58127568968902,47.232443227451405,316.4,1257.5126048427728,False,False,False,False,,,
2025-05-27 09:35:00,21.97402307633373,52.69970401037185,757.2,914.4067453956017,False,False,False,False,False,26.347594665952265,42.7748145199253,972.8,658.1989415568991,False,False,False,False,False,29.366056174972506,34.99509253099881,287.0,1152.522817427717,False,False,False,False,25.84247686343129,48.22598918812287,491.8,1242.8290180005981,False,False,False,False,,,
2025-05-27 09:40:00,22.348338250901737,54.01535186310811,407.6,903.8162022329454,True,False,False,False,False,26.30908176831871,40.79923386491863,440.8,652.1409753264993,False,False,False,False,False,29.10054248455757,35.21815215623617,349.9,1140.2783601768006,True,False,False,False,26.31910678237968,48.70540310741844,855.3,1236.3083638391263,True,False,False,False,,,
2025-05-27 09:45:00,22.67652818142423,55.94364639285252,996.9,920.6873067838706,True,False,False,False,False,26.005604840314582,38.80441481940077,698.4,638.5797519928785,False,False,False,False,False,29.229630961476204,34.742693026993145,749.0,1161.934312627488,True,False,False,False,25.839676375694776,49.751278959474334,774.9,1223.2224736501719,False,False,False,False,,,
2025-05-27 09:50:00,22.754639997572838,54.228681515823745,897.0,913.5986756681904,False,False,False,False,False,25.972202481120643,40.47752151206594,715.3,628.1595258749135,False,False,False,False,False,29.559555896780715,34.443790460824246,363.1,1150.7717134435106,False,False,False,False,25.932702274268536,50.21968257562961,442.3,1237.5009627644936,True,False,False,False,,,
2025-05-27 09:55:00,22.78754721057491,53.12665814763468,815.3,936.4013716122093,True,False,False,False,False,25.897083673182212,41.8351059042894,260.7,616.7206593966764,False,False,False,False,False,29.891315293013086,34.630133019539976,207.0,1143.7502001667917,False,False,False,False,26.16099193162791,48.407777348540684,855.2,1228.3620514825586,False,False,False,False,,,
2025-05-27 10:00:00,22.54087249657107,52.32955877228946,362.2,923.3980491510406,False,False,False,False,False,25.693868114448275,40.19859011990005,519.9,609.3801893070448,False,False,False,False,False,30.493855082733486,35.17496842389468,717.4,1129.9098167184168,False,False,False,False,26.148437456525226,47.36999987199988,701.2,1223.1232308758326,False,False,False,False,,,
2025-05-27 10:05:00,22.360069743155883,52.40420731803845,219.9,912.6199271365634,False,False,False,False,False,25.49725617918209,40.44430755717769,373.8,621.1663942892702,True,False,False,False,False,30.500623604941616,34.632510074122074,809.8,1117.4912172795177,False,False,False,False,26.284089304120027,45.45056643424753,996.8,1211.9440840947339,True,False,False,False,,,
2025-05-27 10:10:00,22.74227556787927,50.996489455353455,770.0,899.7225277851537,False,False,False,False,False,25.837029009913547,40.152240723084496,571.6,615.6964839318051,False,False,False,False,False,30.609744286508338,34.83471199955255,851.8,1138.373208323301,True,False,False,False,26.276994835721865,44.2224461807293,824.0,1198.6867880861798,False,False,False,False,,,
2025-05-27 10:15:00,22.969143981488916,51.05710080815179,385.1,885.2875496118161,False,False,False,False,False,26.12345207579078,40.84824376986136,892.2,606.8314771783643,False,False,False,False,False,30.69525598105062,33.10723506859202,457.4,1129.5903723626466,False,False,False,False,26.840823830649818,44.1330689445166,239.1,1186.78330457765,False,False,False,False,,,
2025-05-27 10:20:00,23.053730604921608,52.652913738552414,569.4,873.3324334160952,False,False,False,False,False,26.451367520531225,41.75668899134212,649.6,630.3390476352278,True,False,False,False,False,31.306588436303844,33.64327552316368,441.8,1119.06574760296,False,False,False,False,27.522353645174217,45.48873221739447,527.5,1177.518612024937,False,False,False,False,,,
