timestamp,Salon_Sıcaklık,Salon_Nem,Salon_Işık,Salon_CO2,Salon_Hareket,Salon_Doluluk,Salon_Klima,Salon_Lamba,Salon_Perde,Yatak Odası_Sıcaklık,Yatak Odası_Nem,Yatak Odası_Işık,Yatak Odası_CO2,Yatak Odası_Hareket,Yatak Odası_Doluluk,Yatak Odası_Klima,Yatak Odası_Lamba,Yatak Odası_Perde,Çocuk Odası_Sıcaklık,Çocuk Odası_Nem,Çocuk Odası_Işık,Çocuk Odası_CO2,Çocuk Odası_Hareket,Çocuk Odası_Doluluk,Çocuk Odası_Klima,Çocuk Odası_Lamba,Çocuk Odası_Perde,Mutfak_Sıcaklık,Mutfak_Nem,Mutfak_Işık,Mutfak_CO2,Mutfak_Hareket,Mutfak_Doluluk,Mutfak_Lamba,Mutfak_Havalandırma,Banyo_Sıcaklık,Banyo_Nem,Banyo_Işık,Banyo_CO2,Banyo_Hareket,Banyo_Doluluk,Banyo_Lamba,Banyo_Havalandırma,Kişi_1_Konum,Kişi_2_Konum
2025-06-24 08:05:00,18.695392142844295,67.7050632637442,401.9,920.4773219893236,True,False,False,False,False,25.714276305662835,39.73497342899344,237.5,985.4095026867748,True,False,False,False,False,19.706721484152695,54.88140417723671,367.6,437.41147565939696,True,False,False,False,False,25.647501064397336,66.59700879740399,290.7,877.9067097484648,True,True,True,False,29.02628919000257,59.49306257449497,758.1,821.7042369005414,True,False,False,False,Mutfak,
2025-06-24 08:10:00,19.066142232180304,69.64738259908177,808.9,913.2475180087257,False,False,False,False,False,25.4304992546674,40.99771398846804,607.5,979.173731858198,False,False,False,False,False,20.181919790134128,55.37807318586309,295.6,453.37602703426717,True,False,False,False,False,25.347096421900943,65.55579921525387,780.5,905.0062805030373,False,True,True,True,29.375942214531726,58.496910432648896,656.4,814.9574088746688,True,False,False,False,Mutfak,
2025-06-24 08:15:00,19.515150506634527,70.13328514851398,770.0,901.2506939162457,False,False,False,False,False,25.107890206834917,40.5351375340349,479.9,967.4962984123955,False,False,False,False,False,19.827253989901468,55.70232010263343,651.7,470.01612909574254,True,False,False,False,False,24.96807451905472,66.30003611850682,657.6,919.463416375701,False,True,True,True,29.203191188102995,59.93930199588383,945.8,827.5618603863162,True,False,False,False,Mutfak,
2025-06-24 08:20:00,19.13809621762886,70.865750958045,876.1,921.1265818049453,True,False,False,False,False,25.00553603943698,40.93281224091192,893.4,953.9575708373261,False,False,False,False,False,19.34824133815068,53.73943435313074,896.1,470.01612909574254,False,False,False,False,False,24.632297281816363,65.83774131063623,559.9,906.1078654668376,False,True,False,True,29.61172798613826,60.05622783466531,779.1,816.6609335432953,False,False,False,False,Mutfak,
2025-06-24 08:25:00,18.869739010513726,72.76523775333787,625.1,915.884753746494,True,False,False,False,False,25.453796249097376,42.63606083439419,923.4,941.9011217923459,False,False,False,False,False,19.706426225765842,53.964946114386684,948.7,470.01612909574254,False,False,False,False,False,24.834207123563612,66.29264370118685,719.9,932.3013013878184,False,True,True,True,29.753584095023726,60.508843932496546,305.2,807.0425254182433,True,False,False,False,Mutfak,
2025-06-24 08:30:00,18.54812539341231,72.03126975697526,498.1,901.7111007739048,False,False,False,False,False,25.108284403874627,43.48712025592949,991.8,954.7905715319868,True,False,False,False,False,19.708889706996853,54.68095542309666,540.4,499.0434550629824,True,False,False,False,False,25.3597304844865,68.25446077342598,747.2,957.1598451626477,True,False,False,True,29.677669752380364,58.70096523702312,210.2,831.4903195308888,True,False,False,False,,
2025-06-24 08:35:00,18.274441665150196,71.15084356225876,682.1,886.8097967887171,False,False,False,False,False,25.307986885294373,45.102819852762266,978.1,940.1785459387343,False,False,False,False,False,20.063787666936094,53.31233555460396,303.3,499.0434550629824,False,False,False,False,False,25.471972909957362,68.41211844305607,971.2,968.0668572859081,True,False,False,True,29.66073945852405,57.93364029708315,993.4,818.88367559021,False,False,False,False,,
2025-06-24 08:40:00,18.368708544779846,72.63905241032965,418.7,879.8005235305793,False,False,False,False,False,25.58914774104102,44.692794950536054,553.2,931.9296281307385,False,False,False,False,False,19.616724219473433,51.45791702802705,378.4,499.0434550629824,False,False,False,False,False,25.1160409193072,67.08152885076699,400.8,996.0759277300084,True,False,False,True,30.079575371891412,59.79469826295,280.9,808.2303625408085,False,False,False,False,,
2025-06-24 08:45:00,17.89591838802539,72.52308120392921,699.9,866.0970877585131,False,False,False,False,False,25.660938690691186,43.93793905812673,902.0,918.0632546471725,False,False,False,False,False,19.84282970917545,51.100395765521924,842.0,499.0434550629824,False,False,False,False,False,24.757250347296765,68.3926393909513,688.6,986.4835178099386,False,False,False,True,30.211840710782006,60.285532993757926,436.6,831.3388199077538,True,False,False,False,,
2025-06-24 08:50:00,17.669948366855216,72.7382373326621,820.6,887.2065750540219,True,False,False,False,False,25.45353226558587,44.65947115227274,414.9,934.5793697714312,True,False,False,False,False,20.00082408354522,49.94040809717885,984.4,527.9405253308988,True,False,False,False,False,25.078122236236762,68.70142835329665,332.1,1009.8580781301805,True,False,False,True,30.2618878810081,60.9636295406196,834.3,817.1595280304871,False,False,False,False,,
