timestamp,Salon_Sıcaklık,Salon_Nem,Salon_Işık,Salon_CO2,Salon_Hareket,Salon_Doluluk,Salon_Klima,Salon_Lamba,Salon_Perde,Yatak Odası_Sıcaklık,Yatak Odası_Nem,Yatak Odası_Işık,Yatak Odası_CO2,Yatak Odası_Hareket,Yatak Odası_Doluluk,Yatak Odası_Klima,Yatak Odası_Lamba,Yatak Odası_Perde,Çocuk Odası_Sıcaklık,Çocuk Odası_Nem,Çocuk Odası_Işık,Çocuk Odası_CO2,Çocuk Odası_Hareket,Çocuk Odası_Doluluk,Çocuk Odası_Klima,Çocuk Odası_Lamba,Çocuk Odası_Perde,Mutfak_Sıcaklık,Mutfak_Nem,Mutfak_Işık,Mutfak_CO2,Mutfak_Hareket,Mutfak_Doluluk,Mutfak_Lamba,Mutfak_Havalandırma,Banyo_Sıcaklık,Banyo_Nem,Banyo_Işık,Banyo_CO2,Banyo_Hareket,Banyo_Doluluk,Banyo_Lamba,Banyo_Havalandırma,Kişi_1_Konum,Kişi_2_Konum,hour,minute,day_of_week,is_weekend,time_period,Yatak Odası_Hareket_Son1Saat,Yatak Odası_Hareket_Oran3Saat,Yatak Odası_SonHareket_Dakika,Yatak Odası_Doluluk_Oran,Yatak Odası_Sıcaklık_Değişim,Yatak Odası_Sıcaklık_Ort1Saat,Yatak Odası_Sıcaklık_Std1Saat,Yatak Odası_Nem_Değişim,Yatak Odası_Nem_Ort1Saat,Yatak Odası_Nem_Std1Saat,Yatak Odası_CO2_Değişim,Yatak Odası_CO2_Ort1Saat,Yatak Odası_CO2_Std1Saat,Yatak Odası_Işık_Değişim,Yatak Odası_Işık_Ort1Saat,Yatak Odası_Işık_Std1Saat,Yatak Odası_SabahDoluluk,Yatak Odası_GündüzDoluluk,Yatak Odası_AkşamDoluluk,Yatak Odası_GeceDoluluk,Salon_Hareket_Son1Saat,Salon_Hareket_Oran3Saat,Salon_SonHareket_Dakika,Salon_Doluluk_Oran,Salon_Sıcaklık_Değişim,Salon_Sıcaklık_Ort1Saat,Salon_Sıcaklık_Std1Saat,Salon_Nem_Değişim,Salon_Nem_Ort1Saat,Salon_Nem_Std1Saat,Salon_CO2_Değişim,Salon_CO2_Ort1Saat,Salon_CO2_Std1Saat,Salon_Işık_Değişim,Salon_Işık_Ort1Saat,Salon_Işık_Std1Saat,Salon_SabahDoluluk,Salon_GündüzDoluluk,Salon_AkşamDoluluk,Salon_GeceDoluluk,Çocuk Odası_Hareket_Son1Saat,Çocuk Odası_Hareket_Oran3Saat,Çocuk Odası_SonHareket_Dakika,Çocuk Odası_Doluluk_Oran,Çocuk Odası_Sıcaklık_Değişim,Çocuk Odası_Sıcaklık_Ort1Saat,Çocuk Odası_Sıcaklık_Std1Saat,Çocuk Odası_Nem_Değişim,Çocuk Odası_Nem_Ort1Saat,Çocuk Odası_Nem_Std1Saat,Çocuk Odası_CO2_Değişim,Çocuk Odası_CO2_Ort1Saat,Çocuk Odası_CO2_Std1Saat,Çocuk Odası_Işık_Değişim,Çocuk Odası_Işık_Ort1Saat,Çocuk Odası_Işık_Std1Saat,Çocuk Odası_SabahDoluluk,Çocuk Odası_GündüzDoluluk,Çocuk Odası_AkşamDoluluk,Çocuk Odası_GeceDoluluk,Banyo_Hareket_Son1Saat,Banyo_Hareket_Oran3Saat,Banyo_SonHareket_Dakika,Banyo_Doluluk_Oran,Banyo_Sıcaklık_Değişim,Banyo_Sıcaklık_Ort1Saat,Banyo_Sıcaklık_Std1Saat,Banyo_Nem_Değişim,Banyo_Nem_Ort1Saat,Banyo_Nem_Std1Saat,Banyo_CO2_Değişim,Banyo_CO2_Ort1Saat,Banyo_CO2_Std1Saat,Banyo_Işık_Değişim,Banyo_Işık_Ort1Saat,Banyo_Işık_Std1Saat,Banyo_SabahDoluluk,Banyo_GündüzDoluluk,Banyo_AkşamDoluluk,Banyo_GeceDoluluk,Mutfak_Hareket_Son1Saat,Mutfak_Hareket_Oran3Saat,Mutfak_SonHareket_Dakika,Mutfak_Doluluk_Oran,Mutfak_Sıcaklık_Değişim,Mutfak_Sıcaklık_Ort1Saat,Mutfak_Sıcaklık_Std1Saat,Mutfak_Nem_Değişim,Mutfak_Nem_Ort1Saat,Mutfak_Nem_Std1Saat,Mutfak_CO2_Değişim,Mutfak_CO2_Ort1Saat,Mutfak_CO2_Std1Saat,Mutfak_Işık_Değişim,Mutfak_Işık_Ort1Saat,Mutfak_Işık_Std1Saat,Mutfak_SabahDoluluk,Mutfak_GündüzDoluluk,Mutfak_AkşamDoluluk,Mutfak_GeceDoluluk,Evdeki_Kişi_Sayısı,Aktif_Oda_Sayısı,Çalışan_Cihaz_Sayısı
2025-06-26 21:13:24.876723,23.31400987952668,76.1988030055154,18.3,1572.3000155905609,True,True,True,False,False,31.63749019940425,55.45130010401924,18.7,556.0264044427008,True,True,True,True,False,35.0,75.32877204537213,22.6,1012.4850042368602,True,False,False,True,False,34.932476342138486,50.17303045620388,33.0,1142.3034206440711,True,False,False,True,34.66706709309012,28.50840953914835,4.6,820.1461596129973,True,False,False,False,Salon,Yatak Odası,21,13,3,0,Akşam,7.0,0.4722222222222222,0,0.16666666666666666,-1.3063332275984756,32.035378173722634,0.5372314267229001,1.105014987130211,54.78020888859507,1.195736592478561,-8.67196585286797,554.4866409223598,13.206958401575372,6.5,102.18333333333334,73.96779192610997,0,0,1,0,7.0,0.5555555555555556,0,0.8333333333333334,1.1425377378530968,23.096097704738167,0.5303218761490358,-1.9289498881563674,78.62707813652526,1.2957620698838783,14.194917995280548,1496.2388540632383,45.90985879338256,10.4,100.06666666666668,72.84610594613649,0,0,1,0,10.0,0.6666666666666666,0,0.16666666666666666,0.0,34.94986387856695,0.1076901711224719,-0.1655958702092306,74.28064916845575,1.3388612182203523,25.314507429448327,881.4987776580301,77.42137027840548,-5.399999999999999,107.74166666666666,72.06218852596344,0,0,0,0,5.0,0.6388888888888888,0,0.0,-0.33293290690988186,34.525182270735506,0.4224623228532963,-0.9242342355732625,27.055413218078797,1.962219141893386,21.16728633198352,809.6599217646279,22.175155868629112,-33.3,92.78333333333332,58.85550616604011,0,0,0,0,6.0,0.5833333333333334,0,0.3333333333333333,0.5414022869812314,34.450616890212466,0.27076371787668163,0.17460421477564125,47.25351891182998,2.042434072926257,18.3999272420499,1100.6249545968305,42.411571266727506,-14.200000000000003,91.55833333333334,55.108809035704816,0,0,0,0,2,2,5
2025-06-25 20:18:24.876723,25.561485374296748,77.19234763350681,57.1,1481.499634453033,False,True,False,True,False,34.39443290753673,61.882548761692505,178.5,704.4074344053238,True,False,False,False,False,23.162115703786775,71.28286909067673,55.8,787.0291501962994,True,False,True,True,False,34.65284002563677,33.448687562606864,172.9,1227.0876667421048,True,True,True,True,34.42415621808595,38.99289734143805,165.5,777.6713816226687,True,False,True,False,Salon,Mutfak,20,18,2,0,Akşam,8.0,0.6666666666666666,0,0.0,-0.13043386757809827,33.693221305093736,0.49533692898371395,0.30745368410601515,60.03373442188471,1.8287900374784587,-10.296732895296259,693.059395359821,18.604492401852493,91.5,113.08333333333333,37.325687799381306,0,0,0,0,7.0,0.5277777777777778,10,0.5,-0.0549301789931711,25.31368652008858,0.7626379722989196,-1.0914775894311362,78.20566619880024,0.8545410203159287,11.305290283771,1437.3103436715953,44.071427151059545,2.0,98.92500000000001,31.209734058467294,0,0,1,0,7.0,0.6111111111111112,0,0.25,1.2095381795103677,25.196390344710426,2.5646350180505366,-1.4179676690384042,73.34363581651853,1.1737631152148364,23.65465870678088,716.8997041941756,39.8429499940241,-56.400000000000006,103.66666666666667,46.16603106443834,0,0,0,0,9.0,0.6388888888888888,0,0.08333333333333333,0.3142959045335161,34.47406913986476,0.2993964484179633,-0.049740852882258935,37.2448868906474,1.4487537821843008,10.390020930487253,723.6203198122921,41.93844543909677,65.8,115.88333333333333,43.58986190166381,0,0,0,0,8.0,0.6666666666666666,0,0.8333333333333334,0.17576350205330016,34.60019611277471,0.20064765450281175,0.8245855395103234,33.555852241743445,0.800542585954835,17.693998629743874,1146.5438991783597,49.2258161935847,-24.0,124.05833333333334,43.40235557774339,0,0,1,0,2,2,6
2025-06-26 17:28:24.876723,34.79372140229985,63.03490648642248,697.8,1118.1224175942589,True,False,False,False,True,29.889448752037676,63.01874687730743,421.9,568.4871157287563,True,False,False,False,True,33.18336734110989,78.92633628594753,798.4,533.7418525561114,True,False,False,False,False,34.579474721279965,41.6730877900387,874.3,893.0773907120722,False,False,False,False,35.0,27.13088861919252,341.2,523.6673639623838,True,False,False,False,Salon,Salon,17,28,3,0,Akşam,5.0,0.3611111111111111,0,0.0,0.21690104043663538,29.243807837121977,0.3793967520444035,-1.5184270174563395,64.99345270958715,0.9857301747800095,25.538935684684702,510.25047193946085,25.373012189547705,-32.30000000000001,616.35,284.23969238526956,0,0,0,0,5.0,0.3611111111111111,0,0.0,0.45684352656130045,34.733333401752596,0.25327660965360416,0.32258611465166354,66.57227757457586,2.801714226863951,-5.6647593898092055,1114.1051274991382,15.66187222008273,-222.4000000000001,623.9083333333333,289.9705265848215,0,0,0,0,5.0,0.25,0,0.0,0.11758122577953856,33.17634797031102,0.24995110928672043,1.4955303871039831,76.23307964249322,1.480543174786736,19.19896052966544,498.5184464222307,14.809348997794364,250.0,682.5500000000001,226.41028927791507,0,0,0,0,4.0,0.2222222222222222,0,0.0,0.0,34.70091461855433,0.4416466026921516,-1.2701192727410664,26.342255275568903,1.208901675248287,17.535979962648867,501.17591317773855,11.149380451201836,-445.3,594.875,253.22476586119004,0,0,0,0,3.0,0.16666666666666666,5,0.0,-0.4205252787200351,34.90720956368758,0.135268362998655,-1.0222945292801313,42.53606252792274,1.0666911471307694,-6.413692021664815,888.99878953521,15.637660428488932,477.79999999999995,660.6,157.00766049637704,0,0,0,0,2,0,2
2025-06-24 15:33:24.876723,20.73300448715068,68.32237238757565,701.1,879.5030002770271,True,False,False,False,False,24.76424537243975,58.26404589491952,969.5,498.9819371321429,False,False,False,False,False,23.465161373222337,56.04605486193718,574.5,663.2006399354038,False,False,False,False,False,19.57870817688904,65.71469949560449,478.0,921.2757003078264,False,False,False,False,23.740703228148863,47.05327644431198,237.0,766.6369310307366,False,False,False,False,Salon,Salon,15,33,1,0,Gündüz,3.0,0.375,5,0.0,0.24998148209785853,24.30529457817262,0.2576392685317951,1.7885037215165696,57.97594635997436,1.4701676189801172,-6.129580891176317,514.3273327678949,11.571233758520773,70.20000000000005,740.75,257.4149235323058,0,0,0,0,2.0,0.25,0,0.0,0.6102068811233217,20.198890869542634,0.2520241746764825,0.7399743742301723,67.57376294994151,0.7616779700937308,12.202434166732587,879.6417406052051,9.722515475550745,460.40000000000003,655.9875,318.1199703503606,0,0,0,0,1.0,0.125,15,0.0,0.527014821196726,22.554287518869707,0.5448609051355144,-1.5291038077058872,59.09215358713182,1.6306877690282569,-8.66927253444635,678.2350632572845,11.509330362897735,-132.20000000000005,644.875,161.1137375538518,0,0,0,0,3.0,0.375,5,0.0,-0.013196716690274002,22.733583281468583,0.7117620270236799,-0.6357980063715019,48.38151879327935,1.310941958514312,-5.106210970824009,749.3833659937395,15.680504627430627,-367.6,478.825,293.65187236395604,0,0,0,0,1.0,0.125,30,0.0,-0.24850132430590577,19.603470280119375,0.5184589574986029,-0.07182741325308939,66.80648879326766,0.9160093505844287,-5.085189196769193,948.5935361629013,19.388284548929256,-326.29999999999995,635.925,224.05272179301267,0,0,0,0,2,0,0
2025-06-26 04:03:24.876723,15.275477537760322,77.64975469256636,20.8,1415.8874676229193,False,False,False,False,False,15.328650228083198,61.798682655751705,18.3,771.1218333153507,False,False,False,False,False,15.14599358092113,73.36494915455093,3.4,607.4729710941166,False,False,False,False,False,22.440714643156564,22.11423175859905,46.0,1194.1036290223765,False,False,False,False,23.897572263874583,31.105124540023635,17.3,541.6344911928062,False,False,False,False,Salon,Salon,4,3,3,0,Gece,2.0,0.16666666666666666,10,0.0,-0.5123241189903052,16.846928100820328,0.6522708149280237,-1.3563968252086838,63.61731175273447,1.3681250039404667,-13.679675641202948,810.899483886959,26.103571118211978,16.7,23.275000000000002,14.612082484894422,0,0,0,0,1.0,0.1111111111111111,40,0.0,0.275477537760322,15.06415101344414,0.09828369769530794,-0.1942854696472125,78.16963092574612,0.9697932504313637,-11.510337205644191,1463.4867961577581,26.458793804395565,4.300000000000001,25.508333333333336,13.053975941416764,0,0,0,0,1.0,0.1111111111111111,40,0.0,-0.23454936037945373,15.178473620791635,0.2714244729933713,0.34440238702670456,73.32109419282993,0.8689040806677271,-10.95483195699967,659.5976485903113,30.175341609853618,-23.700000000000003,19.183333333333334,15.742290080225807,0,0,0,0,1.0,0.1111111111111111,25,0.0,-0.6996434449981273,25.824356600536902,1.1042811698477812,1.6112609123861148,29.278943679958132,1.894661950268229,-10.171935394415527,593.460395653802,32.70187791495529,-9.8,28.150000000000002,13.322264344802422,0,0,0,0,1.0,0.19444444444444445,15,0.0,-0.04215261995735986,23.0930317749547,0.5770916788873345,1.1892745865186463,22.089040508546784,1.7276336286061906,-6.725805266028146,1219.4553947475,19.300262661362595,37.0,17.941666666666666,15.082889663652017,0,0,0,0,2,0,0
2025-06-25 03:53:24.876723,18.47438627145771,76.03792617272792,9.3,1343.5078292257867,False,False,False,False,True,16.15128919500264,59.62180871894897,21.7,722.0922526184902,False,False,False,False,True,23.959841861674395,61.185163291889154,0.4,522.6292152468943,True,False,False,False,False,16.066247005851547,68.24547760964869,7.6,1002.356973436016,False,False,False,False,21.674886612244048,43.22600777414535,39.4,549.5577229399006,False,False,False,False,Salon,Salon,3,53,2,0,Gece,1.0,0.1111111111111111,20,0.0,-0.5592665215352639,16.5944985616916,0.374747188741431,-0.17379336027033787,59.716064812725854,1.1504558894811099,-6.101664537617239,755.2916779993965,23.43243741539656,11.0,24.991666666666664,14.369187889583817,0,0,0,0,2.0,0.16666666666666666,20,0.0,-0.3398988100297977,20.06552431837343,0.8942030118671876,0.5768469498239881,72.88133015325666,1.8560560562106894,-7.426137955385684,1374.7428027939898,17.197134559005963,-14.0,19.650000000000002,16.484014294844165,0,0,0,0,2.0,0.19444444444444445,0,0.0,0.1420333417027173,24.486098313316592,0.4930098189880221,1.5525172401013947,59.773122632784606,0.9339176825623937,25.55659274037231,508.05083965421136,13.364451331513296,-7.699999999999999,18.5,18.46692374834697,0,0,0,0,1.0,0.1388888888888889,30,0.0,-0.5268817949893609,23.033991977088366,0.7630432346838859,1.690094659893326,40.81826934113746,1.0445307349081552,-12.287137124623541,592.1299157845989,24.193386462682724,3.1999999999999957,23.825000000000003,17.0563304696759,0,0,0,0,1.0,0.1388888888888889,40,0.0,-0.273328890745546,16.36159633769039,0.14399061683176975,0.48257952782861935,68.54960223693432,1.0020508748162145,-13.923959957175157,1050.2792414863181,25.3117466858846,-4.300000000000001,24.008333333333336,17.39323057102871,0,0,0,0,2,0,2
2025-06-26 11:23:24.876723,23.793414215055016,69.09899878316737,939.2,1373.7204202913283,False,False,True,False,True,22.29589685848265,53.83911108849723,437.8,510.5635841685816,False,False,False,False,True,17.949057627397657,76.65455213484675,397.7,554.9877405482632,False,False,False,False,False,24.65394928580375,46.24194599478855,267.5,1199.8410805982348,True,False,False,False,20.90957160067836,21.86767657087752,856.9,580.2513863017756,False,False,False,False,Salon,Salon,11,23,3,0,Gündüz,2.0,0.2777777777777778,10,0.0,0.05484333241779993,20.483519177392537,1.1830355402001194,-0.6904082441383252,51.200306540271725,1.9075881074196555,-12.568805203523937,562.3675737691173,30.019038127293797,138.0,556.8,176.68204106915778,0,0,0,0,3.0,0.4722222222222222,15,0.0,1.423169541015696,23.11782597374037,0.5086093023426985,-1.2549760739655795,74.13371758017557,3.129208033772798,-5.2003271569503795,1374.5800356338884,12.543618086789753,19.700000000000045,707.6583333333333,222.31639394149803,0,0,0,0,3.0,0.4166666666666667,25,0.0,0.41342299677651084,16.60944562535129,0.6128470540404828,1.8327576253112028,74.87942421197687,1.3698732634236621,-13.174412116601388,590.104116712867,18.648280681143525,-73.69999999999999,511.31666666666666,181.9574317517621,0,0,0,0,2.0,0.2777777777777778,15,0.0,0.4794779068985484,19.46576015914272,0.7898866686507588,1.8676765708775207,21.342236730143156,1.5659098881506175,-8.706892621179918,604.7637714266613,19.548977802898516,434.59999999999997,572.3583333333332,247.45905614807668,0,0,0,0,2.0,0.4166666666666667,0,0.0,0.03682708823262004,23.77121433479058,0.7983500904335423,1.3634032672607148,44.54304072364275,1.3870923626956826,-12.807385336111338,1255.6968385010935,33.02159975628698,-357.6,517.1166666666667,218.3152467641625,0,0,0,0,2,0,3
2025-06-24 23:23:24.876723,25.047262295898037,80.0,36.2,1654.0889556744628,True,False,False,True,True,22.688870570501265,51.431123146236416,10.9,911.3510468577258,False,True,False,False,False,28.917174210373755,53.12585758559906,44.4,752.5160274553291,False,False,False,False,False,21.577355699326656,63.58742467699681,48.5,1264.861353107272,False,False,True,False,29.183156762358287,47.77506013281735,44.9,912.052338382634,True,False,False,False,Yatak Odası,Yatak Odası,23,23,1,0,Gece,3.0,0.3611111111111111,35,0.75,0.3107621465999628,22.110036743525203,0.3410512038155427,-0.9606702186596721,53.11601175566721,2.008575017679513,-7.071727941647396,848.9389968335851,52.065057279544554,-2.0,19.599999999999998,13.660759994834333,0,0,0,1,8.0,0.6666666666666666,0,0.6666666666666666,0.09412736993624193,25.362985148687997,0.3251526203109791,1.0063955884150602,78.38980668088183,1.0466248597274637,11.570183787470796,1616.493179703409,34.028587477291964,24.300000000000004,33.13333333333333,12.101565137938929,0,0,0,0,4.0,0.3611111111111111,25,0.0,-0.46410764182133235,29.454194189211766,0.2994909720955336,-1.218171216497602,53.96549958059841,1.1924734523200025,-12.641857390381006,773.1331136964917,13.667110264117271,20.4,26.05,14.484380301803123,0,0,0,0,6.0,0.5,0,0.25,0.030349246703515576,29.221318237726464,0.3215811286509048,-1.431003478824401,49.994004849025664,2.488850460703165,25.85422821254008,892.6411857241047,13.093709873665597,26.7,31.516666666666666,13.259153499188331,0,0,0,0,4.0,0.4722222222222222,20,0.08333333333333333,-0.17471848440409943,21.819716960231357,0.2195109749242101,1.0713500014282786,62.68215892942862,1.4185953557050497,22.50238823146333,1258.2319266682368,14.584920366925386,24.7,27.141666666666666,13.482814538470288,0,0,0,0,2,1,3
2025-06-26 03:58:24.876723,15.0,77.84404016221357,16.5,1427.3978048285635,False,False,False,False,False,15.840974347073503,63.15507948096039,1.6,784.8015089565537,False,False,False,False,False,15.380542941300584,73.02054676752422,27.1,618.4278030511163,False,False,False,False,False,22.482867263113924,20.924957172080404,9.0,1200.8294342884046,False,False,False,False,24.59721570887271,29.49386362763752,27.1,551.8064265872217,False,False,False,False,Salon,Salon,3,58,3,0,Gece,2.0,0.16666666666666666,5,0.0,-0.683948489866717,17.019824271865616,0.459823126507124,-1.9762948928995243,63.448821427246145,1.6973478441833303,-9.727571111122415,816.720075026903,24.141098915918377,-28.299999999999997,25.491666666666664,15.761198520029586,0,0,0,0,1.0,0.1111111111111111,35,0.0,0.0,15.088808768938534,0.16829986537554192,0.5794084285953716,78.34261758309118,1.05041755458163,-7.485964770502505,1470.6193114387324,23.870638390531223,-16.0,25.608333333333334,13.01917874336991,0,0,0,0,1.0,0.1111111111111111,35,0.0,0.22741974319963276,15.26720200374305,0.402313523171131,0.2087648808759468,73.62931089137463,1.3872476236439448,-13.370127569385772,668.0821013394429,28.45127063939495,-19.9,19.458333333333332,15.467940941507882,0,0,0,0,2.0,0.1388888888888889,20,0.0,-0.5845929893850546,26.143040080325004,1.0480627578422095,-1.8226693949326709,28.930095091233937,1.9131485895256415,-11.40779999051881,602.4609689173429,31.99686735682437,12.8,28.799999999999997,12.929248027071068,0,0,0,0,1.0,0.19444444444444445,10,0.0,-0.14983272489975263,23.26581669965513,0.6673652710594554,0.9249571720804042,22.30937948697758,1.891935403465528,-11.486266594821927,1225.8318002459519,22.532308965855982,-5.5,17.175,13.697187833467652,0,0,0,0,2,0,0
2025-06-27 14:03:24.876723,30.832589057852232,71.39115496126529,635.0,1215.5945654703933,False,False,False,False,False,26.73950306145948,61.70356782767752,256.2,514.8549406379784,False,False,False,False,True,33.799001915885405,67.76196278068126,303.2,490.4295530676664,False,False,False,False,False,35.0,36.27834023150197,832.7,897.6916206873482,True,False,False,False,35.0,66.24766712960181,564.7,497.8399385666916,False,False,False,False,Salon,Salon,14,3,4,0,Gündüz,4.0,0.2777777777777778,15,0.0,0.23020672287220023,25.785364026538037,0.5988577326485601,1.3674219858189076,58.99022685136412,1.6685880552479135,-6.301772100904259,524.7649852443093,12.709233225090744,-420.3,634.6083333333333,208.9616296153795,0,0,0,0,3.0,0.2222222222222222,5,0.0,0.052578610832267,29.060328082448976,1.1108831956740934,-0.49085816584239694,73.63722959432407,1.7460800547366828,-11.731901601424397,1277.8431683033052,36.41131857191516,-104.60000000000002,591.8916666666668,254.58716834883631,0,0,0,0,2.0,0.2222222222222222,10,0.0,0.31797169374180356,32.27368399311045,0.8591610757293363,0.5187986162943474,67.62324961737447,1.1274067952700553,-11.586070219941405,502.01832903665974,10.23548140701177,-26.80000000000001,515.3416666666667,185.3288304036588,0,0,0,0,2.0,0.1388888888888889,25,0.0,0.3486012107247518,34.403762613883266,0.621645079074117,1.92782627420533,65.38603252576281,1.6773008596398091,0.0,503.2264145713639,7.248156463930833,356.1,555.9416666666667,212.94805793617303,0,0,0,0,4.0,0.3333333333333333,0,0.0,0.13190783591426225,33.650862501116734,1.1252567869418626,1.1762704983794237,34.68341408715697,1.3409527245933233,17.461643166882368,900.1001622095431,20.017331636428153,304.20000000000005,707.2833333333333,216.4871729701463,0,0,0,0,2,0,1
