timestamp,Salon_Sıcaklık,Salon_Nem,Salon_Işık,Salon_CO2,Salon_Hareket,Salon_Doluluk,Salon_Klima,Salon_Lamba,Salon_Perde,Yatak Odası_Sıcaklık,Yatak Odası_Nem,Yatak Odası_Işık,Yatak Odası_CO2,Yatak Odası_Hareket,Yatak Odası_Doluluk,Yatak Odası_Klima,Yatak Odası_Lamba,Yatak Odası_Perde,Çocuk Odası_Sıcaklık,Çocuk Odası_Nem,Çocuk Odası_Işık,Çocuk Odası_CO2,Çocuk Odası_Hareket,Çocuk Odası_Doluluk,Çocuk Odası_Klima,Çocuk Odası_Lamba,Çocuk Odası_Perde,Mutfak_Sıcaklık,Mutfak_Nem,Mutfak_Işık,Mutfak_CO2,Mutfak_Hareket,Mutfak_Doluluk,Mutfak_Lamba,Mutfak_Havalandırma,Banyo_Sıcaklık,Banyo_Nem,Banyo_Işık,Banyo_CO2,Banyo_Hareket,Banyo_Doluluk,Banyo_Lamba,Banyo_Havalandırma,Kişi_1_Konum,Kişi_2_Konum,Kişi_3_Konum,step,ml_predictions
2025-06-07 18:50:48.722611,24.09172436086976,43.4763303480205,708.8,2000.0,True,False,True,False,False,22.089568600502876,50.94035740083221,557.7,1682.8616496909644,True,False,True,False,True,23.367855820635427,35.4735774122474,492.4,1023.4761444580863,False,False,True,False,False,34.50613016311675,68.27649159212464,856.8,856.7598361704679,False,True,True,False,31.22370608235642,63.42114888996695,854.7,743.0124918816027,False,True,False,False,Banyo,Mutfak,,1,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 18:55:48.722611,23.349298615535204,44.9963036655385,132.2,2000.0,True,False,True,False,False,23.06703282507155,49.917642656641135,51.7,1693.5021148256185,True,False,True,False,True,22.917675594808756,33.88732825189885,112.3,1050.1872299548356,True,True,True,True,False,34.681693163543244,69.00024204246763,158.2,843.1457244604985,False,False,False,False,31.701014027461326,64.03071600859653,91.2,766.4848800862526,True,True,False,False,Banyo,Çocuk Odası,,2,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:00:48.722611,22.183115597671936,44.41007169854761,127.3,2000.0,True,False,True,False,False,22.414379495922503,51.120276624575,188.8,1706.3919260392984,True,False,True,False,True,23.401145760008916,32.87450601577257,193.1,1066.8644274126218,True,False,True,False,False,34.469672084227724,70.92084768105283,129.9,828.7157540522364,False,True,False,False,31.815181319356963,65.1164141923221,174.9,788.3051183191368,False,False,False,False,Mutfak,Mutfak,,3,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:05:48.722611,22.430788929670495,44.62371990414609,119.6,1989.7273647955838,False,False,True,False,False,23.237982319059963,52.41185382504188,84.3,1694.1185793350246,True,True,True,True,True,22.96270036431761,34.35104007725804,154.6,1056.3113132184455,False,False,True,False,False,34.077785168482826,70.28318000252077,198.7,853.2662650253943,True,True,True,False,31.32565286359043,64.99685376623184,128.8,781.685794024319,False,False,False,False,Mutfak,Yatak Odası,,4,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:10:48.722611,22.83761812325502,44.835249515929405,110.0,2000.0,True,False,True,False,False,22.085038596793353,53.657573814279615,72.2,1680.659856920231,False,False,True,False,True,24.04406743553905,35.05231563699003,120.0,1076.6240692047536,True,False,True,False,False,34.332957494352584,71.25955569866537,124.6,877.3996734504943,True,True,True,False,31.85358005637183,66.39933978646711,51.2,795.3254004871865,True,True,False,True,Banyo,Mutfak,,5,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:15:48.722611,23.99396761768565,46.62417733011837,152.2,2000.0,True,False,True,False,False,23.030730746522227,55.17193130065231,60.1,1691.4786312119184,True,False,True,False,True,23.170556650665716,36.20762923205661,186.9,1062.6332489916947,False,False,True,False,False,34.66568789985255,72.44493392198399,91.0,907.110071140893,True,True,True,False,31.884581064583763,67.39751747776246,188.9,815.0398848055318,False,False,False,True,Mutfak,Mutfak,,6,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:20:48.722611,23.614430275308877,45.48421544907317,121.5,2000.0,True,False,True,False,False,22.48348233234568,56.8406746395544,167.5,1717.114187150009,True,False,True,False,True,22.222377298134795,34.83289740159404,58.9,1076.1653961531927,True,True,True,True,False,34.93616775709727,73.12056165192907,142.4,927.556992174528,False,True,True,False,31.42146123779756,67.07206015361817,157.6,804.2050289625038,False,False,False,True,Mutfak,Çocuk Odası,,7,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:25:48.722611,22.26127462241781,45.64415461280683,139.6,1988.5157777800148,False,False,True,False,False,23.350638565526225,58.229709637982445,52.0,1740.6348534750525,True,False,True,False,True,22.821677518064885,33.934819254218496,52.7,1093.7199071502803,True,False,True,False,False,35.0,72.19024956528904,94.5,920.4474277218062,False,True,True,False,31.096822890421432,67.42047371044193,133.0,793.9834003115659,False,False,False,True,Mutfak,Mutfak,,8,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:30:48.722611,22.62291649182511,47.430167503949576,124.3,1973.5844406585027,False,False,True,False,False,23.358425601379896,56.442062789083685,123.5,1764.6097699333118,True,False,True,False,True,23.723240668725893,32.87788207359366,150.5,1110.9243815530729,True,False,True,False,False,35.0,70.70358459619631,108.8,936.2037213892936,True,True,True,False,31.33925562548912,65.72837994546684,57.6,784.9149676819068,True,False,False,True,Mutfak,Mutfak,,9,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
2025-06-07 19:35:48.722611,23.290064041521184,46.41795126770932,155.4,1985.6885988516633,True,False,True,False,False,22.857566728607658,57.068034064259976,67.9,1750.6564774071949,False,False,True,False,True,23.472940583175625,32.739635943886604,109.5,1126.6747991695606,True,False,True,False,False,35.0,68.9047304240562,157.9,963.3466506294899,False,True,True,True,31.2202549571476,64.98547126577947,192.5,779.8973517502719,True,True,True,True,Mutfak,Banyo,,10,"{'Salon_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Salon_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Yatak Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Klima': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Çocuk Odası_Perde': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Mutfak_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Lamba': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}, 'Banyo_Havalandırma': {'state': False, 'probability': 0.0, 'error': ""'SmartHomeDataProcessor' object has no attribute 'feature_names_'""}}"
